MAML100,NORMAL,Sophon,PARSEC,DRL360
5.229366569273151,2.3207680811111002,1.9606645203970234,1.3771436955253158,0.6281553424287801
5.419531664933374,3.6900066188434697,2.6541169970161804,1.899550374626789,3.7145833333333336
4.987547916293125,3.38886026719272,3.931592691110607,2.4676252525024256,3.7458333333333336
5.010156333264639,2.57299893671231,1.6881455649482306,1.600013866150601,0.4797425900043481
