MAML100,NORMAL,Sophon,PARSEC,DRL360
3.2,5.8,4.8,5.8,2.85
5.279999999999999,5.8,2.0004023305794307,5.8,4.8
6.096,4.8,4.8,5.8,4.3
5.0592,4.3,4.3,5.8,3.35
6.051839999999999,4.3,4.3,5.0325511989242475,2.85
5.850368,4.3,5.154196347724904,3.0677946663985134,4.8
5.010073599999999,6.3,1.5667431986399327,2.9427672560360434,3.35
6.042014719999999,5.8,0.8142776356167865,1.242336183707974,2.85
5.848402943999999,4.8,2.768877693197892,3.253824098626981,2.85
5.009680588799999,6.3,2.764263656915562,1.7357597936350908,4.8
6.04193611776,4.8,2.1117024319630078,2.819546665364165,3.35
5.048387223552,4.3,-0.9264404990454773,0.9913724462220257,4.8
4.4496774447103995,4.3,-2.969883304443112,-10.127989757715117,4.3
5.92993548894208,4.3,2.6980057221073954,4.12589787362119,3.35
5.825987097788415,4.3,3.9937188619813964,5.8,2.85
5.005197419557683,4.3,4.808566599905129,5.8,2.85
6.041039483911536,6.3,4.8,5.8,4.8
5.848207896782307,5.8,6.3,5.8,3.35
5.009641579356461,5.8,5.8,5.8,2.85
6.041928315871292,5.8,4.8,5.8,4.8
5.848385663174258,5.8,4.3,5.8,3.35
5.809677132634851,5.8,4.3,3.1308528113700897,2.85
5.00193542652697,5.8,1.5458741452204237,-3.4798942467510985,2.85
6.040387085305394,5.8,0.8252597301937641,1.6120000139506496,2.85
5.848077417061078,5.8,4.8,5.8,4.8
5.009615483412215,4.8,5.4530421060572705,3.619974937633277,3.35
4.441923096682443,6.3,-0.849823005374887,2.7142912836344055,2.85
4.3283846193364885,5.8,5.3838205262953815,5.8,4.8
4.305676923867297,4.8,4.8,5.8,3.35
4.30113538477346,6.3,4.3,4.792607782439272,2.85
5.900227076954692,4.8,4.3,4.71178433054885,2.85
5.820045415390938,6.3,4.3,-0.46717245623023906,2.85
5.804009083078187,-1.34644476251336,-1.4471090401522302,-6.7259568806806955,4.8
5.0008018166156365,-1.7611908642077783,-0.6548333978336105,-7.100844268948893,4.3
6.040160363323127,-7.746583465176286,-6.626579806391928,-8.184409054797545,4.3
5.0480320726646255,2.6965920456474817,4.8,2.7725029318745227,4.3
6.049606414532925,4.8,4.3,3.829146480462865,4.3
5.049921282906585,-3.6146413202902776,-0.5524968943998152,-4.8537514112723885,3.35
4.449984256581317,-5.3408145220936385,-4.2273568847182,-7.1019409830039395,4.8
5.929996851316263,0.9820860280503698,4.8,1.5772925775568893,3.35
5.825999370263252,4.8,2.001152964395687,1.4881264488751125,2.85
5.80519987405265,-3.182508962593819,0.8601540366857399,-3.6597409860098358,4.8
5.8010399748105295,2.3861634426880296,-1.8251866023172392,-2.5067288708855395,3.35
5.000207994962105,-2.8272940482605575,-2.3727326960265254,-2.412530336660507,4.8
6.0400415989924205,1.2749541332363936,4.8,1.5243612743421089,3.35
5.048008319798484,4.8,4.3,4.374141029471084,2.85
6.049601663959697,4.3,6.3,3.3963872423907366,4.8
5.849920332791939,6.3,4.8,1.8440579079555852,4.3
